borrower_id,loan_amount,credit_score,annual_income,dti_ratio,employment_length_years,num_existing_loans,account_age_months,declared_purpose,primary_mcc_category,secondary_mcc_category,mcc_mismatch_flag,days_to_first_tx,pct_spent_48h,pct_spent_7d,cash_withdrawal_ratio,high_risk_spend_ratio,international_tx_ratio,nighttime_tx_ratio,num_unique_merchants,num_total_transactions,avg_tx_amount,max_single_tx_pct,is_flagged_misuse
BW-01298,14933.94,805,47364.01,0.509,21,1,116,Business Expansion,Equipment Vendor,ATM Cash,0,11,0.39,0.643,0.618,0.11,0.276,0.557,26,35,414.83,0.561,0
BW-01299,65460.87,736,156627.88,0.477,16,2,38,Debt Consolidation,Luxury Travel,Equipment Vendor,0,24,0.489,0.744,0.625,0.047,0.452,0.414,29,38,1678.48,0.653,0
BW-01300,72115.19,625,50895.35,0.517,21,7,63,Business Expansion,Luxury Travel,Crypto Exchange,0,6,0.417,0.734,0.184,0.059,0.001,0.545,24,26,2670.93,0.604,0
BW-01301,8000.68,726,108034.79,0.393,18,2,1,Business Expansion,Luxury Travel,Retail,0,11,0.828,0.943,0.14,0.1,0.315,0.097,28,44,177.79,0.846,0
BW-01302,93940.16,836,35567.0,0.451,15,1,71,Equipment Purchase,Casino,Equipment Vendor,1,7,0.465,0.773,0.736,0.445,0.206,0.489,8,21,4270.01,0.836,1
BW-01303,9937.27,804,42100.47,0.624,19,4,90,Equipment Purchase,Casino,Crypto Exchange,1,28,0.296,0.472,0.035,0.43,0.253,0.118,17,35,276.04,0.149,1
BW-01304,56423.15,739,130852.24,0.156,24,4,111,Debt Consolidation,Casino,Crypto Exchange,0,29,0.775,1.0,0.588,0.476,0.372,0.016,25,42,1312.17,0.407,0
BW-01305,72360.75,676,133377.21,0.27,18,4,103,Equipment Purchase,Casino,Equipment Vendor,1,20,0.854,1.0,0.037,0.47,0.114,0.311,24,41,1722.88,0.67,1
BW-01306,87742.07,836,81220.41,0.436,0,3,19,Business Expansion,Crypto Exchange,Crypto Exchange,0,20,0.42,0.799,0.67,0.453,0.102,0.191,18,31,2741.94,0.91,1
BW-01307,72838.26,803,62341.46,0.63,18,1,52,Medical,Luxury Travel,Luxury Travel,0,27,0.668,0.74,0.724,0.103,0.352,0.026,25,27,2601.37,0.784,0
BW-01308,81164.17,762,152056.54,0.153,6,6,118,Debt Consolidation,Crypto Exchange,Crypto Exchange,0,2,0.059,0.329,0.238,0.761,0.261,0.588,4,13,5797.44,0.25,0
BW-01309,37247.77,799,62565.48,0.112,22,2,30,Medical,Equipment Vendor,Equipment Vendor,0,21,0.529,0.76,0.059,0.099,0.117,0.4,26,38,955.07,0.337,0
BW-01310,82408.39,633,111304.06,0.131,10,2,107,Business Expansion,ATM Cash,Crypto Exchange,0,0,0.045,0.114,0.385,0.135,0.242,0.541,12,23,3433.68,0.749,0
BW-01311,12610.91,562,175231.33,0.129,4,2,55,Debt Consolidation,Retail,Equipment Vendor,0,2,0.029,0.055,0.239,0.145,0.23,0.599,22,30,406.8,0.501,0
BW-01312,90007.58,594,52177.87,0.599,16,3,14,Medical,Crypto Exchange,Casino,0,10,0.613,0.933,0.334,0.524,0.346,0.235,16,25,3461.83,0.565,0
BW-01313,57021.28,676,171131.44,0.497,10,3,13,Debt Consolidation,Casino,Equipment Vendor,0,17,0.303,0.366,0.532,0.773,0.001,0.153,18,36,1541.12,0.618,0
BW-01314,82643.29,663,57433.96,0.472,23,5,84,Business Expansion,Casino,Crypto Exchange,0,6,0.743,0.818,0.168,0.748,0.293,0.11,10,25,3178.59,0.188,0
BW-01315,47970.24,825,115116.48,0.387,7,6,90,Debt Consolidation,Equipment Vendor,Equipment Vendor,0,8,0.896,1.0,0.286,0.014,0.303,0.309,4,6,6852.89,0.828,0
BW-01316,66139.88,754,86551.16,0.53,9,4,27,Business Expansion,Luxury Travel,Retail,0,3,0.139,0.426,0.626,0.062,0.373,0.364,2,13,4724.28,0.834,0
BW-01317,55008.25,822,174739.29,0.186,11,7,89,Debt Consolidation,Retail,Equipment Vendor,0,22,0.725,0.825,0.515,0.138,0.445,0.283,28,35,1528.01,0.498,0
BW-01318,74501.0,607,71031.3,0.316,9,5,9,Debt Consolidation,Crypto Exchange,Equipment Vendor,0,23,0.515,0.751,0.261,0.792,0.22,0.232,25,39,1862.52,0.633,0
BW-01319,12754.85,768,89948.7,0.37,12,5,41,Equipment Purchase,Luxury Travel,Retail,1,9,0.112,0.326,0.531,0.14,0.171,0.101,15,25,490.57,0.661,1
BW-01320,10733.45,658,177429.02,0.161,17,3,48,Business Expansion,Luxury Travel,Retail,0,17,0.652,0.99,0.612,0.079,0.051,0.265,9,21,487.88,0.261,0
BW-01321,28474.81,828,110470.56,0.331,9,4,12,Education,ATM Cash,Retail,0,22,0.609,0.901,0.474,0.015,0.168,0.051,15,20,1355.94,0.196,0
BW-01322,20156.74,723,105394.52,0.274,18,4,10,Debt Consolidation,ATM Cash,ATM Cash,0,15,0.516,0.849,0.192,0.067,0.034,0.519,5,17,1119.82,0.118,0
BW-01323,87819.44,813,68666.77,0.12,19,2,6,Medical,Crypto Exchange,Luxury Travel,0,28,0.926,1.0,0.0,0.976,0.401,0.028,19,29,2927.31,0.876,1
BW-01324,25825.33,660,135204.53,0.175,16,3,114,Equipment Purchase,Crypto Exchange,ATM Cash,1,11,0.521,0.777,0.642,0.466,0.404,0.228,3,8,2869.48,0.394,1
BW-01325,97707.2,736,32155.94,0.52,19,4,34,Equipment Purchase,Crypto Exchange,Equipment Vendor,1,18,0.991,1.0,0.658,0.441,0.209,0.06,17,22,4248.14,0.173,1
BW-01326,37005.1,818,37426.89,0.11,15,7,52,Debt Consolidation,Crypto Exchange,ATM Cash,0,23,0.509,0.537,0.558,0.426,0.13,0.465,13,17,2055.84,0.496,0
BW-01327,22301.2,778,119903.79,0.614,4,5,41,Education,Casino,ATM Cash,0,21,0.116,0.401,0.061,0.656,0.059,0.188,24,30,719.39,0.164,0
BW-01328,80021.36,705,81251.19,0.148,2,1,83,Equipment Purchase,Luxury Travel,Retail,1,2,0.47,0.48,0.468,0.013,0.426,0.068,3,21,3637.33,0.172,0
BW-01329,67577.24,738,172997.46,0.54,14,1,6,Business Expansion,Luxury Travel,Retail,0,7,0.182,0.414,0.657,0.12,0.439,0.319,28,38,1732.75,0.516,0
BW-01330,52328.59,821,165478.6,0.594,1,3,2,Debt Consolidation,Casino,Casino,0,26,0.597,0.933,0.312,0.939,0.133,0.55,4,9,5232.86,0.533,0
BW-01331,57759.54,551,137055.94,0.618,12,2,15,Debt Consolidation,Luxury Travel,ATM Cash,0,28,0.693,0.845,0.158,0.123,0.311,0.545,18,26,2139.24,0.593,0
BW-01332,73324.17,795,152721.84,0.577,21,2,17,Education,Crypto Exchange,Luxury Travel,0,18,0.468,0.486,0.47,0.777,0.129,0.15,24,43,1666.46,0.658,0
BW-01333,26703.2,759,130099.78,0.258,7,4,16,Business Expansion,Retail,Equipment Vendor,0,8,0.098,0.384,0.661,0.048,0.113,0.432,3,20,1271.58,0.668,0
BW-01334,99651.72,835,48837.32,0.283,22,7,28,Business Expansion,ATM Cash,Crypto Exchange,0,26,0.469,0.841,0.039,0.001,0.011,0.018,14,21,4529.62,0.468,0
BW-01335,97605.35,562,144831.51,0.335,16,6,85,Education,ATM Cash,Luxury Travel,0,18,0.081,0.368,0.478,0.137,0.289,0.079,16,33,2870.75,0.647,0
BW-01336,66780.94,645,61528.8,0.177,3,3,72,Medical,Luxury Travel,Luxury Travel,0,16,0.682,0.913,0.515,0.114,0.075,0.3,12,16,3928.29,0.359,0
BW-01337,23956.53,770,78516.43,0.112,18,6,10,Business Expansion,Retail,Casino,0,12,0.79,0.882,0.482,0.016,0.006,0.137,11,16,1409.21,0.475,0
BW-01338,69621.68,787,152885.13,0.578,21,1,10,Medical,ATM Cash,Equipment Vendor,0,1,0.962,0.968,0.52,0.105,0.052,0.479,2,3,17405.42,0.434,0
BW-01339,11858.85,643,110478.84,0.405,24,5,114,Medical,Retail,Equipment Vendor,0,3,0.149,0.427,0.505,0.003,0.157,0.559,1,4,2371.77,0.38,0
BW-01340,7911.99,818,158991.11,0.435,8,4,10,Debt Consolidation,Casino,Retail,0,28,0.532,0.624,0.104,0.799,0.335,0.003,13,31,247.25,0.303,0
BW-01341,29479.87,720,61955.3,0.61,22,5,73,Debt Consolidation,Equipment Vendor,Retail,0,10,0.568,0.911,0.188,0.079,0.101,0.14,26,29,982.66,0.167,0
BW-01342,48949.18,643,121166.77,0.466,14,6,28,Equipment Purchase,Luxury Travel,Luxury Travel,1,1,0.922,1.0,0.495,0.014,0.444,0.264,18,33,1439.68,0.53,1
BW-01343,87485.89,698,42568.65,0.48,8,4,24,Debt Consolidation,Casino,Casino,0,3,0.627,0.839,0.014,0.965,0.144,0.338,18,18,4604.52,0.557,0
BW-01344,74081.06,661,126459.15,0.533,23,0,19,Business Expansion,Casino,Equipment Vendor,0,3,0.146,0.448,0.508,0.731,0.166,0.55,13,28,2554.52,0.386,0
BW-01345,75557.12,604,144380.11,0.164,20,5,97,Business Expansion,Retail,Casino,0,19,0.436,0.748,0.532,0.097,0.109,0.535,4,4,15111.42,0.929,0
BW-01346,45421.87,665,117739.63,0.298,8,3,68,Medical,Luxury Travel,Crypto Exchange,0,0,0.655,0.912,0.191,0.01,0.127,0.382,27,43,1032.32,0.573,0
BW-01347,37863.82,692,69934.73,0.633,13,5,56,Business Expansion,Casino,Equipment Vendor,0,24,0.7,1.0,0.479,0.829,0.037,0.154,1,5,6310.64,0.856,0
BW-01348,40248.68,750,34701.4,0.608,22,5,67,Debt Consolidation,Crypto Exchange,Retail,0,25,0.863,1.0,0.427,0.723,0.147,0.47,15,30,1298.34,0.585,0
BW-01349,98826.71,729,47917.33,0.586,20,4,42,Debt Consolidation,Casino,Luxury Travel,0,10,0.181,0.56,0.209,0.96,0.43,0.122,17,19,4941.34,0.261,0
BW-01350,8810.37,751,123345.45,0.349,15,1,12,Debt Consolidation,Crypto Exchange,Casino,0,22,0.952,1.0,0.37,0.543,0.344,0.579,6,15,550.65,0.928,1
BW-01351,87367.99,602,170163.03,0.571,23,6,18,Education,Equipment Vendor,Retail,0,1,0.059,0.341,0.728,0.087,0.438,0.004,5,22,3798.61,0.853,0
BW-01352,59974.16,729,60980.16,0.127,22,0,23,Business Expansion,Crypto Exchange,Luxury Travel,0,18,0.984,1.0,0.341,0.59,0.052,0.342,1,18,3156.53,0.501,0
BW-01353,46668.46,686,140253.92,0.182,24,5,84,Equipment Purchase,Crypto Exchange,Retail,1,28,0.858,0.9,0.504,0.884,0.228,0.053,22,38,1196.63,0.307,1
BW-01354,73899.48,731,159967.66,0.328,16,7,6,Business Expansion,Retail,Equipment Vendor,0,7,0.66,0.769,0.028,0.14,0.115,0.245,16,26,2737.02,0.289,0
BW-01355,51233.55,550,108132.33,0.366,12,6,53,Business Expansion,Casino,Casino,0,22,0.735,0.737,0.062,0.673,0.361,0.381,14,22,2227.55,0.785,0
BW-01356,87975.21,593,130389.87,0.245,8,7,98,Education,Equipment Vendor,Crypto Exchange,0,19,0.073,0.128,0.065,0.097,0.485,0.414,24,34,2513.58,0.159,0
BW-01357,90566.68,776,152252.3,0.296,14,6,42,Business Expansion,Casino,ATM Cash,0,3,0.041,0.217,0.623,0.444,0.408,0.471,29,37,2383.33,0.642,0
BW-01358,45063.49,647,69101.27,0.19,6,7,66,Medical,Crypto Exchange,Retail,0,24,0.102,0.161,0.28,0.646,0.018,0.356,5,21,2048.34,0.644,0
BW-01359,31298.64,757,74534.35,0.369,0,1,30,Debt Consolidation,ATM Cash,ATM Cash,0,15,0.087,0.448,0.182,0.135,0.158,0.151,3,22,1360.81,0.255,0
BW-01360,61273.28,814,30094.13,0.537,0,2,9,Debt Consolidation,Crypto Exchange,Casino,0,14,0.547,0.869,0.598,0.439,0.014,0.534,3,7,7659.16,0.699,0
BW-01361,91674.52,837,174464.12,0.464,4,0,91,Education,Casino,Equipment Vendor,0,4,0.215,0.244,0.136,0.706,0.02,0.487,29,40,2235.96,0.7,0
BW-01362,25012.91,820,167631.73,0.159,23,0,42,Debt Consolidation,Equipment Vendor,Retail,0,29,0.86,0.96,0.197,0.086,0.04,0.096,27,44,555.84,0.398,0
BW-01363,64181.83,689,144685.24,0.368,8,7,34,Medical,ATM Cash,Equipment Vendor,0,28,0.446,0.774,0.345,0.14,0.138,0.496,12,27,2292.21,0.511,0
BW-01364,64998.22,786,41861.4,0.484,11,7,40,Education,Equipment Vendor,Crypto Exchange,0,26,0.696,1.0,0.265,0.052,0.152,0.584,18,26,2407.34,0.808,0
BW-01365,74645.74,621,97125.43,0.391,5,7,88,Equipment Purchase,Retail,Crypto Exchange,0,4,0.653,1.0,0.468,0.028,0.2,0.382,9,16,4390.93,0.545,0
BW-01366,17498.93,704,45283.76,0.315,12,6,113,Debt Consolidation,Crypto Exchange,Luxury Travel,0,14,0.32,0.719,0.27,0.571,0.202,0.169,25,30,564.48,0.625,0
BW-01367,73003.37,739,32388.04,0.442,7,4,17,Business Expansion,Crypto Exchange,Luxury Travel,0,22,0.243,0.634,0.314,0.998,0.386,0.364,23,39,1825.08,0.451,0
BW-01368,91358.09,817,122427.44,0.633,14,5,29,Medical,Retail,Luxury Travel,0,16,0.342,0.506,0.69,0.063,0.071,0.206,17,30,2947.04,0.227,0
BW-01369,22069.9,656,174124.41,0.152,5,2,100,Medical,Casino,Equipment Vendor,0,2,0.797,0.897,0.708,0.672,0.079,0.406,17,30,711.93,0.948,1
BW-01370,27566.62,781,165430.2,0.315,5,7,50,Debt Consolidation,Crypto Exchange,Luxury Travel,0,17,0.586,0.889,0.662,0.402,0.313,0.327,20,23,1148.61,0.552,0
BW-01371,97282.53,591,134513.22,0.324,3,4,76,Equipment Purchase,Casino,Casino,1,10,0.254,0.374,0.692,0.61,0.286,0.558,28,35,2702.29,0.386,1
BW-01372,22192.81,739,44496.09,0.417,10,3,95,Business Expansion,Equipment Vendor,ATM Cash,0,25,0.818,1.0,0.456,0.06,0.077,0.371,18,34,634.08,0.707,0
BW-01373,86166.58,688,71124.61,0.184,20,1,49,Equipment Purchase,ATM Cash,ATM Cash,1,5,0.055,0.269,0.517,0.005,0.426,0.128,29,29,2872.22,0.628,0
BW-01374,51766.4,652,78008.51,0.197,17,1,73,Equipment Purchase,ATM Cash,Equipment Vendor,1,26,0.699,1.0,0.446,0.067,0.165,0.435,3,5,8627.73,0.298,1
BW-01375,28486.95,720,144472.51,0.257,2,4,61,Debt Consolidation,ATM Cash,Equipment Vendor,0,11,0.439,0.549,0.628,0.027,0.183,0.181,18,34,813.91,0.845,0
BW-01376,87721.24,822,150337.38,0.626,2,6,83,Business Expansion,Luxury Travel,Luxury Travel,0,21,0.731,0.934,0.441,0.021,0.21,0.163,15,34,2506.32,0.16,0
BW-01377,47304.0,770,87765.92,0.504,11,1,46,Debt Consolidation,Retail,ATM Cash,0,25,0.927,1.0,0.089,0.059,0.161,0.235,1,3,11826.0,0.615,0
BW-01378,53907.65,762,92682.6,0.464,20,5,46,Debt Consolidation,ATM Cash,ATM Cash,0,16,0.75,1.0,0.648,0.015,0.279,0.007,3,9,5390.76,0.506,0
BW-01379,39127.17,605,36676.36,0.549,20,1,17,Medical,Crypto Exchange,Luxury Travel,0,29,0.442,0.549,0.608,0.6,0.194,0.581,7,17,2173.73,0.37,0
BW-01380,61330.33,651,73370.51,0.17,5,5,66,Debt Consolidation,Retail,Equipment Vendor,0,13,0.151,0.526,0.656,0.007,0.13,0.319,10,24,2453.21,0.802,0
BW-01381,20534.77,741,97692.78,0.573,20,3,104,Education,Equipment Vendor,Crypto Exchange,0,5,0.806,1.0,0.152,0.06,0.452,0.464,9,15,1283.42,0.658,0
BW-01382,42152.75,749,47547.46,0.427,5,7,5,Business Expansion,Equipment Vendor,Crypto Exchange,0,9,0.461,0.753,0.217,0.024,0.154,0.155,26,30,1359.77,0.746,0
BW-01383,97094.17,782,97990.12,0.284,7,2,103,Medical,Equipment Vendor,Luxury Travel,0,15,0.075,0.39,0.237,0.103,0.349,0.448,9,25,3734.39,0.452,0
BW-01384,29522.68,776,157976.37,0.549,14,0,54,Business Expansion,Equipment Vendor,Crypto Exchange,0,17,0.719,0.961,0.406,0.012,0.174,0.34,8,12,2270.98,0.901,0
BW-01385,67389.98,688,117198.15,0.541,17,4,112,Medical,Luxury Travel,Casino,0,26,0.292,0.39,0.107,0.082,0.218,0.254,6,6,9627.14,0.393,0
BW-01386,35893.06,698,41839.48,0.565,19,4,16,Education,Casino,Casino,0,19,0.049,0.125,0.308,0.43,0.118,0.582,1,7,4486.63,0.551,0
BW-01387,78479.95,664,58750.7,0.164,15,5,81,Debt Consolidation,Casino,Casino,0,5,0.903,1.0,0.146,0.655,0.376,0.296,16,32,2378.18,0.894,0
BW-01388,17433.0,612,101181.65,0.633,5,3,118,Medical,ATM Cash,Equipment Vendor,0,18,0.483,0.773,0.212,0.105,0.369,0.394,24,31,544.78,0.171,0
BW-01389,97133.0,653,84223.07,0.628,20,3,91,Medical,Luxury Travel,Equipment Vendor,0,2,0.281,0.366,0.565,0.015,0.011,0.009,24,35,2698.14,0.192,0
BW-01390,48110.01,705,83809.05,0.297,16,6,7,Medical,Casino,Equipment Vendor,0,11,0.716,0.962,0.684,0.488,0.03,0.181,28,29,1603.67,0.945,0
BW-01391,27424.79,822,109390.12,0.136,8,0,116,Education,Equipment Vendor,Equipment Vendor,0,15,0.886,1.0,0.018,0.11,0.461,0.533,25,41,652.97,0.926,0
BW-01392,11982.19,555,117659.39,0.192,18,7,8,Business Expansion,Casino,Equipment Vendor,0,2,0.0,0.063,0.453,0.529,0.444,0.455,10,29,399.41,0.756,0
BW-01393,21127.0,696,149529.24,0.646,17,2,72,Education,Retail,Luxury Travel,0,15,0.688,0.901,0.029,0.067,0.253,0.322,11,24,845.08,0.512,0
BW-01394,54378.53,733,81144.98,0.41,24,4,87,Medical,ATM Cash,Crypto Exchange,0,3,0.767,0.88,0.068,0.146,0.247,0.54,12,14,3625.24,0.53,0
BW-01395,37015.3,577,150819.94,0.296,22,5,96,Medical,Casino,Luxury Travel,0,24,0.21,0.248,0.564,0.959,0.406,0.292,22,40,902.81,0.319,0
BW-01396,83743.92,587,80791.68,0.259,4,3,107,Debt Consolidation,Retail,Crypto Exchange,0,19,0.49,0.677,0.588,0.127,0.069,0.34,3,16,4926.11,0.468,0
BW-01397,45934.31,668,38314.95,0.241,5,7,111,Education,Crypto Exchange,Luxury Travel,0,12,0.089,0.325,0.651,0.468,0.327,0.229,6,13,3281.02,0.467,0
BW-01398,28627.86,842,113128.15,0.465,11,4,82,Education,Retail,Casino,0,3,0.747,0.766,0.379,0.093,0.238,0.372,8,14,1908.52,0.131,0
BW-01399,63628.77,793,118185.35,0.331,10,5,38,Equipment Purchase,Retail,Retail,0,3,0.847,1.0,0.688,0.112,0.372,0.191,23,27,2272.46,0.485,0
BW-01400,72143.84,617,170181.04,0.631,15,1,54,Business Expansion,Equipment Vendor,Equipment Vendor,0,6,0.108,0.211,0.133,0.054,0.015,0.231,13,15,4508.99,0.508,0
BW-01401,20868.98,763,138909.2,0.476,19,7,76,Equipment Purchase,Equipment Vendor,Retail,0,20,0.816,0.828,0.2,0.15,0.296,0.58,24,24,834.76,0.666,0
BW-01402,20923.83,767,167665.9,0.536,16,4,15,Equipment Purchase,ATM Cash,Retail,1,11,0.772,0.822,0.108,0.042,0.278,0.067,19,37,550.63,0.539,0
BW-01403,8483.79,726,166252.08,0.261,19,2,92,Business Expansion,Equipment Vendor,Casino,0,1,0.347,0.403,0.638,0.089,0.42,0.063,8,22,368.86,0.832,0
BW-01404,74958.19,848,120686.12,0.144,8,7,119,Debt Consolidation,Retail,Retail,0,15,0.69,0.763,0.183,0.042,0.338,0.026,21,21,3407.19,0.412,0
BW-01405,68061.43,713,109164.31,0.368,0,5,102,Debt Consolidation,Luxury Travel,Retail,0,6,0.0,0.321,0.124,0.017,0.44,0.192,23,27,2430.77,0.448,0
BW-01406,50089.93,607,113616.15,0.273,2,2,50,Business Expansion,Equipment Vendor,Casino,0,18,0.932,1.0,0.498,0.085,0.444,0.239,13,32,1517.88,0.586,0
BW-01407,85196.19,818,176749.62,0.211,20,4,56,Business Expansion,Equipment Vendor,Crypto Exchange,0,10,0.55,0.609,0.062,0.053,0.204,0.057,4,14,5679.75,0.272,0
BW-01408,81538.66,607,145975.15,0.624,22,1,95,Education,Retail,Luxury Travel,0,0,0.62,0.66,0.036,0.087,0.069,0.329,3,16,4796.39,0.434,0
BW-01409,60608.66,837,45939.89,0.344,8,2,116,Education,Crypto Exchange,ATM Cash,0,8,0.665,0.784,0.085,0.409,0.315,0.35,22,39,1515.22,0.683,0
BW-01410,87485.77,654,146764.26,0.196,21,3,9,Education,Crypto Exchange,Retail,0,4,0.561,0.88,0.0,0.655,0.437,0.451,25,44,1944.13,0.45,0
BW-01411,24554.91,777,55580.71,0.209,18,5,8,Education,Casino,Equipment Vendor,0,25,0.857,1.0,0.558,0.754,0.037,0.586,20,28,846.72,0.871,0
BW-01412,15632.36,796,97102.58,0.254,12,4,110,Medical,ATM Cash,Casino,0,16,0.61,0.674,0.45,0.066,0.279,0.372,28,42,363.54,0.623,0
BW-01413,30626.21,737,61568.95,0.65,22,1,19,Medical,Crypto Exchange,Retail,0,26,0.908,1.0,0.168,0.556,0.057,0.067,25,35,850.73,0.231,0
BW-01414,10423.25,632,133437.46,0.247,13,3,51,Debt Consolidation,Equipment Vendor,ATM Cash,0,0,0.582,0.804,0.186,0.047,0.013,0.053,3,7,1302.91,0.514,0
BW-01415,55461.11,735,161596.46,0.281,19,4,72,Medical,Luxury Travel,Crypto Exchange,0,16,0.171,0.183,0.649,0.067,0.34,0.467,22,36,1498.95,0.75,0
BW-01416,93977.54,801,73554.28,0.463,18,7,98,Medical,Casino,Crypto Exchange,0,11,0.914,1.0,0.401,0.5,0.341,0.39,12,13,6712.68,0.647,0
BW-01417,8737.64,787,42301.61,0.262,22,6,57,Education,ATM Cash,ATM Cash,0,24,0.682,0.84,0.559,0.129,0.3,0.097,5,16,513.98,0.852,0
BW-01418,16600.44,733,74773.96,0.219,6,1,68,Education,Luxury Travel,Equipment Vendor,0,12,0.699,0.703,0.362,0.098,0.43,0.152,25,31,518.76,0.737,0
BW-01419,47958.91,833,130854.28,0.187,3,3,31,Business Expansion,Luxury Travel,Retail,0,23,0.985,1.0,0.19,0.015,0.04,0.45,6,7,5994.86,0.152,0
BW-01420,93718.13,759,79314.02,0.272,11,2,102,Education,Equipment Vendor,Equipment Vendor,0,10,0.075,0.36,0.776,0.13,0.053,0.34,18,25,3604.54,0.196,0
BW-01421,35034.83,845,71716.83,0.158,22,4,3,Business Expansion,Retail,Crypto Exchange,0,12,0.429,0.681,0.453,0.125,0.432,0.351,20,28,1208.1,0.652,0
BW-01422,53187.31,646,57665.28,0.11,13,4,99,Business Expansion,Retail,Crypto Exchange,0,12,0.239,0.376,0.105,0.113,0.252,0.126,14,18,2799.33,0.303,0
BW-01423,8949.42,757,104627.46,0.543,1,2,83,Medical,Retail,Luxury Travel,0,5,0.63,0.842,0.325,0.07,0.137,0.377,5,19,447.47,0.6,0
BW-01424,19092.6,686,71392.32,0.176,0,6,43,Education,Crypto Exchange,Crypto Exchange,0,25,0.807,0.962,0.263,0.425,0.369,0.462,11,29,636.42,0.773,0
BW-01425,98729.86,733,139651.55,0.527,17,0,29,Medical,Retail,Casino,0,21,0.966,1.0,0.171,0.072,0.447,0.531,27,45,2146.3,0.59,0
BW-01426,96686.28,625,41493.36,0.539,19,3,10,Education,ATM Cash,Luxury Travel,0,5,0.455,0.688,0.747,0.11,0.345,0.442,9,21,4394.83,0.453,0
BW-01427,5469.3,836,129604.95,0.396,7,2,12,Medical,Equipment Vendor,Equipment Vendor,0,19,0.786,0.819,0.705,0.132,0.396,0.346,29,41,130.22,0.649,0
BW-01428,95422.12,691,65634.0,0.27,2,7,46,Medical,Crypto Exchange,Crypto Exchange,0,20,0.917,1.0,0.159,0.804,0.141,0.404,17,22,4148.79,0.222,1
BW-01429,65716.39,786,103391.89,0.18,5,4,30,Medical,ATM Cash,ATM Cash,0,9,0.683,0.958,0.282,0.068,0.144,0.291,12,12,5055.11,0.715,0
BW-01430,87452.24,574,72913.49,0.505,21,7,94,Debt Consolidation,Retail,Casino,0,18,0.243,0.391,0.61,0.129,0.432,0.136,25,34,2498.64,0.692,0
BW-01431,48200.29,839,138415.3,0.431,12,3,82,Medical,ATM Cash,Luxury Travel,0,2,0.608,0.958,0.167,0.015,0.307,0.529,26,31,1506.26,0.537,0
BW-01432,53981.62,616,171796.06,0.46,8,6,88,Equipment Purchase,Luxury Travel,Casino,1,25,0.97,1.0,0.473,0.015,0.117,0.32,1,3,13495.4,0.337,1
BW-01433,51440.43,799,167561.52,0.105,8,3,32,Equipment Purchase,Equipment Vendor,Luxury Travel,0,6,0.988,1.0,0.56,0.082,0.262,0.357,1,13,3674.32,0.778,0
BW-01434,68352.1,667,117513.93,0.61,19,7,73,Equipment Purchase,Equipment Vendor,Luxury Travel,0,4,0.642,1.0,0.523,0.098,0.343,0.594,4,22,2971.83,0.534,0
BW-01435,18266.87,622,99391.55,0.136,8,7,47,Business Expansion,ATM Cash,Luxury Travel,0,7,0.887,1.0,0.565,0.023,0.109,0.591,29,38,468.38,0.15,0
BW-01436,7847.49,831,152745.08,0.302,14,0,88,Medical,Casino,ATM Cash,0,4,0.2,0.489,0.565,0.903,0.327,0.352,22,34,224.21,0.881,0
BW-01437,34253.34,559,132498.95,0.321,12,4,63,Equipment Purchase,Equipment Vendor,Equipment Vendor,0,11,0.246,0.572,0.772,0.014,0.021,0.02,18,24,1370.13,0.753,1
BW-01438,71944.67,760,57534.62,0.101,21,1,26,Business Expansion,Luxury Travel,Luxury Travel,0,3,0.953,1.0,0.277,0.09,0.152,0.238,17,31,2248.27,0.597,0
BW-01439,24176.08,701,153137.88,0.373,15,0,3,Equipment Purchase,Equipment Vendor,Luxury Travel,0,29,0.135,0.295,0.703,0.128,0.337,0.562,12,15,1511.0,0.471,0
BW-01440,68976.08,554,94332.66,0.514,1,0,23,Education,Casino,Casino,0,18,0.191,0.557,0.017,0.548,0.075,0.173,20,30,2225.03,0.916,0
BW-01441,97141.64,744,58347.85,0.553,13,1,75,Debt Consolidation,Equipment Vendor,Luxury Travel,0,27,0.421,0.513,0.231,0.057,0.111,0.6,24,31,3035.68,0.759,0
BW-01442,13920.57,832,72269.6,0.584,5,1,74,Medical,Equipment Vendor,Equipment Vendor,0,17,0.59,0.693,0.039,0.149,0.44,0.051,22,23,580.02,0.555,0
BW-01443,68897.2,662,70129.05,0.368,1,6,50,Debt Consolidation,Casino,ATM Cash,0,2,0.604,0.749,0.521,0.807,0.337,0.341,12,12,5299.78,0.655,0
BW-01444,47156.27,820,107881.05,0.447,7,6,36,Debt Consolidation,Equipment Vendor,ATM Cash,0,6,0.292,0.636,0.081,0.122,0.249,0.309,5,5,7859.38,0.339,0
BW-01445,87473.51,712,65155.51,0.144,3,0,13,Education,ATM Cash,Casino,0,7,0.921,1.0,0.677,0.1,0.105,0.153,1,16,5145.5,0.266,0
BW-01446,21829.23,654,48534.97,0.368,20,3,29,Education,Crypto Exchange,Luxury Travel,0,14,0.915,1.0,0.517,0.871,0.171,0.569,19,36,589.98,0.332,0
BW-01447,70799.47,730,48553.63,0.185,23,2,38,Education,ATM Cash,Casino,0,20,0.392,0.738,0.023,0.123,0.287,0.372,7,17,3933.3,0.349,0
BW-01448,84620.95,593,117491.43,0.303,13,2,117,Business Expansion,Equipment Vendor,ATM Cash,0,26,0.434,0.537,0.572,0.078,0.078,0.138,15,22,3679.17,0.729,0
